event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag
AE00310,C0229,O01161,9/25/2025 4:08,chat_opened,S21891,iOS,West,206,1
AE00311,C0312,,8/26/2024 16:45,chat_escalated,S51997,iOS,WEST,243,1
AE00312,C0517,,11/26/2025 3:53,eta_refresh,S16386,Android,RiverSide,512,1
AE00313,C0337,O00032,11/18/2025 21:27,track_order,S88456,Android,WEST,400,1
AE00314,C0047,O00755,12/20/2024 19:40,cancel_attempt,S71075,iOS,SOUTH,579,1
AE00315,C0137,O00044,2/13/2025 8:27,delivery_instruction_update,S89689,Android,WEST,296,1
AE00316,C0304,O01244,2/17/2025 13:00,eta_refresh,S25067,Android,Airport,440,1
AE00317,C0014,O00912,5/3/2025 14:40,track_order,S67860,Web,RiverSide,584,1
AE00318,C0031,O00212,1/1/2024 15:57,track_order,S16209,iOS,AIRPORT,668,1
AE00319,C0330,,8/10/2025 16:14,track_order,S94639,Android,NORTH,231,1
AE00320,C0244,O00884,10/29/2024 23:06,chat_opened,S67074,Android,NORTH,60,1
AE00321,C0239,O00437,2/1/2024 21:51,search_route,S46797,iOS,RiverSide,356,1
AE00322,C0481,O00344,1/26/2024 21:37,eta_refresh,S17051,Android,RiverSide,147,1
AE00323,C0648,O01237,3/11/2025 3:52,payment_retry,S20836,iOS,Ctr,752,0
AE00324,C0078,O00721,5/22/2025 15:38,eta_refresh,S34536,Web,East,310,1
AE00325,C0479,O00062,6/29/2024 12:26,eta_refresh,S70624,Android,North,180,1
AE00326,C0518,O00946,7/1/2025 13:21,track_order,S29534,iOS,Airport,202,1
AE00327,C0186,O00341,2/13/2024 16:18,search_route,S92655,Web,Central,311,1
AE00328,C0517,,12/5/2024 5:55,track_order,S81197,Android,NORTH,76,1
AE00329,C0172,O00193,8/21/2024 13:52,track_order,S67439,Android,Airport,387,1
AE00330,C0479,O00220,6/4/2024 23:57,payment_retry,S57427,Web,AIRPORT,577,1
AE00331,C0227,,9/28/2024 3:50,eta_refresh,S87401,Web,SOUTH,731,1
AE00332,C0247,O00391,4/23/2024 6:44,chat_opened,S99938,Android,West,409,1
AE00333,C0138,O00453,5/5/2024 18:40,chat_opened,S20673,iOS,North,944,1
AE00334,C0274,,3/15/2025 1:52,track_order,S60524,Web,Ctr,313,1
AE00335,C0520,O00499,8/1/2025 1:29,chat_opened,S97260,iOS,East,389,1
AE00336,C0467,,1/20/2025 1:08,payment_retry,S49538,Web,EAST,468,1
AE00337,C0529,O00319,5/19/2025 5:31,search_route,S60782,iOS,AIRPORT,385,1
AE00338,C0257,O00890,8/1/2024 9:26,payment_retry,S92069,Android,South,523,1
AE00339,C0316,,6/4/2025 13:22,search_route,S71556,iOS,Airport,590,1
AE00340,C0330,O00762,6/11/2024 14:01,track_order,S97505,iOS,EAST,444,1
AE00341,C0537,O01121,6/24/2025 7:43,chat_opened,S44241,iOS,RiverSide,527,1
AE00342,C0245,O00134,2/26/2025 11:20,delivery_instruction_update,S34258,Android,WEST,897,1
AE00343,C0113,,3/18/2025 8:14,eta_refresh,S30321,Android,Ctr,595,1
AE00344,C0429,,5/14/2024 9:28,chat_escalated,S24008,Web,CENTRAL,998,0
AE00345,C0535,O01106,10/25/2025 23:21,track_order,S27492,iOS,north,425,1
AE00346,C0367,O00864,7/24/2025 12:46,track_order,S85123,Android,EAST,466,1
AE00347,C0198,,11/19/2024 11:28,track_order,S52660,Web,South,632,1
AE00348,C0470,O00950,5/6/2025 6:45,chat_opened,S12702,Android,Central,73,1
AE00349,C0568,O00258,7/1/2025 1:46,search_route,S68625,Android,Ctr,599,1
AE00350,C0440,O00649,7/11/2024 13:26,chat_escalated,S55047,Web,RiverSide,431,1
AE00351,C0374,,8/10/2024 14:40,chat_opened,S77770,iOS,Riverside,665,1
AE00352,C0372,O01052,7/4/2025 15:37,payment_retry,S40310,Android,EAST,339,0
AE00353,C0467,O01164,6/19/2025 3:46,track_order,S84118,Web,Airport,1240,1
AE00354,C0240,O00522,12/31/2025 9:17,payment_retry,S88059,iOS,Airport,224,1
AE00355,C0024,O00498,9/5/2025 7:19,eta_refresh,S50272,Web,Ctr,162,1
AE00356,C0188,,6/2/2025 5:26,delivery_instruction_update,S19198,Android,Airport,439,1
AE00357,C0237,O00715,3/31/2024 9:46,track_order,S58207,Android,West,155,1
AE00358,C0150,,9/15/2025 7:41,cancel_attempt,S49398,iOS,West,436,1
AE00359,C0246,O00285,7/20/2025 17:10,chat_opened,S75742,Android,north,421,1
AE00360,C0494,,8/24/2024 23:13,search_route,S90549,Android,SOUTH,546,1
AE00361,C0107,O01138,8/11/2024 22:50,chat_opened,S52326,Android,AIRPORT,1690,1
AE00362,C0110,O00472,5/18/2025 6:34,cancel_attempt,S41990,Android,Central,712,1
AE00363,C0502,,5/27/2024 9:15,eta_refresh,S13723,iOS,West,314,1
AE00364,C0442,O00437,12/28/2025 12:16,chat_opened,S62470,Android,WEST,191,1
AE00365,C0495,,5/26/2024 0:06,track_order,S52410,Web,SOUTH,345,1
AE00366,C0303,O00876,2/12/2025 17:14,track_order,S28427,iOS,East,374,1
AE00367,C0422,,12/9/2025 8:52,payment_retry,S64636,iOS,Riverside,250,0
AE00368,C0198,O00108,5/13/2024 12:41,eta_refresh,S81518,iOS,SOUTH,690,1
AE00369,C0233,O00056,7/3/2025 19:28,payment_retry,S64693,Android,South,767,1
AE00370,C0143,O00349,11/4/2025 5:48,track_order,S81391,Android,SOUTH,248,1
AE00371,C0465,O00120,9/2/2025 4:20,delivery_instruction_update,S69933,Android,SOUTH,567,1
AE00372,C0031,O01153,1/11/2025 8:26,chat_escalated,S31367,Android,North,421,0
AE00373,C0428,O00887,6/5/2024 0:55,eta_refresh,S30198,Web,AIRPORT,749,1
AE00374,C0235,,7/27/2025 14:49,delivery_instruction_update,S26479,Android,South,446,1
AE00375,C0191,O01124,3/22/2025 13:47,delivery_instruction_update,S67260,iOS,RiverSide,669,1
AE00376,C0097,O00348,10/15/2025 6:18,track_order,S46372,Android,East,337,1
AE00377,C0144,O00866,11/14/2024 8:15,eta_refresh,S75566,Android,South,60,1
AE00378,C0528,O01093,7/17/2025 3:13,track_order,S64607,iOS,AIRPORT,668,1
AE00379,C0649,O00517,2/27/2024 15:55,chat_opened,S53800,iOS,SOUTH,301,1
AE00380,C0134,O01002,12/21/2025 9:44,eta_refresh,S23762,Android,Central,60,1
AE00381,C0573,O00812,4/17/2025 7:41,eta_refresh,S64472,Android,East,517,1
AE00382,C0361,O01249,11/2/2025 7:29,eta_refresh,S86079,iOS,Central,428,1
AE00383,C0313,O01239,7/8/2025 22:02,chat_escalated,S25556,iOS,NORTH,534,1
AE00384,C0425,O00303,7/13/2025 15:37,payment_retry,S91940,Android,AIRPORT,265,1
AE00385,C0331,O01246,2/23/2025 3:07,delivery_instruction_update,S85959,iOS,RiverSide,636,1
AE00386,C0269,O01127,3/20/2025 5:38,chat_opened,S72987,iOS,East,436,1
AE00387,C0430,,12/23/2024 11:44,eta_refresh,S12449,Android,Ctr,1103,1
AE00388,C0437,,7/7/2025 13:49,payment_retry,S40594,Android,Ctr,363,1
AE00389,C0026,O00884,7/14/2024 21:54,search_route,S34019,Web,AIRPORT,1265,1
AE00390,C0140,,6/17/2025 17:49,delivery_instruction_update,S39323,iOS,EAST,324,1
AE00391,C0058,,6/1/2024 7:38,eta_refresh,S98672,Web,WEST,68,1
AE00392,C0617,,7/25/2024 22:02,chat_opened,S55184,Android,SOUTH,552,1
AE00393,C0406,O01209,1/1/2025 9:37,chat_escalated,S87121,iOS,WEST,324,1
AE00394,C0292,O01005,4/26/2025 9:01,chat_opened,S35246,iOS,EAST,267,1
AE00395,C0016,O00748,4/30/2024 2:38,search_route,S79318,iOS,AIRPORT,161,1
AE00396,C0564,O00111,1/2/2024 3:02,track_order,S54033,Web,AIRPORT,1633,1
AE00397,C0517,O00180,8/16/2024 20:27,search_route,S72253,iOS,Airport,676,1
AE00398,C0317,,4/24/2025 2:57,track_order,S10823,Android,Riverside,442,1
AE00399,C0617,,4/3/2025 23:33,search_route,S59034,iOS,AIRPORT,504,1
AE00400,C0256,O01216,10/7/2024 4:49,search_route,S90819,iOS,North,149,1
AE00401,C0401,,8/10/2025 10:58,eta_refresh,S66819,Android,WEST,692,1
AE00402,C0459,O00554,1/15/2025 8:37,track_order,S46288,iOS,SOUTH,655,1
AE00403,C0180,O00149,3/19/2025 9:20,payment_retry,S10192,Android,Ctr,108,1
AE00404,C0121,O01227,4/5/2025 9:01,eta_refresh,S46724,iOS,RiverSide,521,1
AE00405,C0534,O00754,10/26/2024 21:19,search_route,S47493,Android,Airport,391,1
AE00406,C0347,,4/14/2024 8:45,search_route,S35157,Web,SOUTH,314,1
AE00407,C0323,O00442,1/12/2025 17:00,track_order,S11233,iOS,Riverside,435,1
AE00408,C0188,O01142,1/27/2024 6:30,delivery_instruction_update,S52727,Android,West,94,1
AE00409,C0553,O00968,5/18/2025 14:10,payment_retry,S15466,Android,SOUTH,247,1
AE00410,C0377,O00170,8/15/2024 13:48,cancel_attempt,S21027,Android,Central,556,1
AE00411,C0232,O00652,7/11/2025 6:55,eta_refresh,S54027,Web,WEST,318,1
AE00412,C0005,,12/17/2025 3:49,search_route,S77981,Android,West,363,1
AE00413,C0615,O00548,6/30/2025 19:24,chat_opened,S29100,Web,EAST,415,1
AE00414,C0347,,11/27/2025 13:43,delivery_instruction_update,S35015,Android,AIRPORT,863,1
AE00415,C0073,,1/14/2025 7:33,track_order,S23089,Android,East,189,1
AE00416,C0567,,12/3/2024 9:17,payment_retry,S49000,Android,South,377,1
AE00417,C0381,O01091,5/26/2025 16:35,payment_retry,S83880,Android,WEST,93,0
AE00418,C0012,O01122,11/6/2025 16:41,track_order,S77156,Android,WEST,489,1
AE00419,C0098,,12/13/2025 6:08,chat_escalated,S21703,iOS,South,218,0
AE00420,C0292,O00068,7/12/2025 13:05,track_order,S85103,Android,North,313,1
AE00421,C0248,,5/29/2025 14:18,payment_retry,S91752,Web,Riverside,626,1
AE00422,C0441,O00626,5/3/2024 17:49,eta_refresh,S44698,Android,Airport,1148,1
AE00423,C0397,,8/17/2024 11:02,payment_retry,S97087,Android,EAST,417,1
AE00424,C0122,O00515,1/30/2025 1:54,track_order,S63816,Android,AIRPORT,863,1
AE00425,C0444,O00651,12/13/2025 7:30,track_order,S51771,Web,Airport,427,1
AE00426,C0232,O00442,1/6/2024 16:17,eta_refresh,S91627,Android,East,385,1
AE00427,C0163,,9/11/2024 8:22,delivery_instruction_update,S86956,Android,NORTH,336,1
AE00428,C0410,,3/14/2024 5:03,chat_opened,S38484,Android,Ctr,242,1
AE00429,C0604,O00119,5/29/2025 18:52,delivery_instruction_update,S89816,iOS,Riverside,374,1
AE00430,C0293,O00589,2/27/2025 18:39,eta_refresh,S54890,Android,north,507,1
AE00431,C0498,O00890,12/12/2024 2:40,search_route,S42910,Android,SOUTH,840,1
AE00432,C0566,,8/22/2025 15:42,search_route,S57637,Android,NORTH,489,1
AE00433,C0505,O01229,11/8/2024 11:31,cancel_attempt,S95338,Web,South,173,1
AE00434,C0568,O00624,7/1/2024 20:26,track_order,S65887,Android,East,572,1
AE00435,C0443,,9/19/2024 15:35,eta_refresh,S85198,Android,South,627,1
AE00436,C0105,O00400,9/11/2024 1:02,payment_retry,S32334,iOS,RiverSide,607,1
AE00437,C0039,O01030,1/22/2024 18:04,payment_retry,S89304,iOS,West,153,0
AE00438,C0141,O00110,6/3/2025 18:59,eta_refresh,S56257,Android,RiverSide,880,1
AE00439,C0266,O00694,6/22/2025 20:44,chat_opened,S88251,iOS,SOUTH,442,1
AE00440,C0343,O00175,10/10/2024 7:45,eta_refresh,S65286,Android,East,343,1
AE00441,C0410,O00491,2/3/2025 5:01,track_order,S20334,Android,East,633,1
AE00442,C0399,O01089,3/29/2024 12:18,chat_opened,S61743,iOS,AIRPORT,613,1
AE00443,C0352,O00052,6/17/2024 16:24,track_order,S44595,Web,North,427,1
AE00444,C0033,O00457,10/27/2025 22:48,chat_opened,S80276,Android,Ctr,444,1
AE00445,C0059,O00368,8/28/2024 18:45,search_route,S64535,Android,East,257,1
AE00446,C0363,,12/8/2024 21:41,delivery_instruction_update,S49168,iOS,SOUTH,295,1
AE00447,C0482,,5/27/2024 0:40,cancel_attempt,S25973,Android,Airport,427,1
AE00448,C0116,O00640,6/3/2025 6:20,payment_retry,S60860,Web,WEST,696,1
AE00449,C0448,O01046,5/16/2025 16:42,track_order,S75654,Android,CENTRAL,354,1
AE00450,C0127,O00569,10/17/2024 16:23,cancel_attempt,S31505,Android,Riverside,481,1
AE00451,C0263,O00397,4/19/2024 20:58,payment_retry,S48520,Web,north,566,1
AE00452,C0328,O01033,10/14/2025 21:53,payment_retry,S67845,Android,SOUTH,865,1
AE00453,C0533,O01050,1/7/2025 7:22,eta_refresh,S27396,Android,SOUTH,60,1
AE00454,C0319,,6/16/2024 7:27,cancel_attempt,S86441,Android,South,619,1
AE00455,C0185,,6/15/2025 6:13,delivery_instruction_update,S73947,iOS,Riverside,144,1
AE00456,C0065,O00468,8/26/2025 0:32,chat_opened,S41927,iOS,WEST,445,1
AE00457,C0646,,4/2/2025 8:36,payment_retry,S34228,Web,AIRPORT,881,1
AE00458,C0227,,2/8/2024 23:26,search_route,S49487,Android,NORTH,606,1
AE00459,C0530,O00259,5/1/2025 22:20,eta_refresh,S39920,Android,Riverside,633,1
AE00460,C0207,,4/8/2025 18:47,cancel_attempt,S22911,iOS,Riverside,253,1
AE00461,C0338,O00694,1/20/2025 13:17,search_route,S99353,Android,SOUTH,560,1
AE00462,C0306,O00871,7/8/2024 17:38,track_order,S25207,Web,AIRPORT,1403,1
AE00463,C0632,O00578,12/12/2025 16:29,search_route,S67860,iOS,WEST,459,1
AE00464,C0141,,6/13/2025 2:18,chat_opened,S99949,Android,EAST,498,1
AE00465,C0405,O00472,10/14/2024 12:40,payment_retry,S46496,Android,North,289,1
AE00466,C0340,O00877,2/7/2025 4:03,delivery_instruction_update,S79340,iOS,NORTH,741,1
AE00467,C0020,O00568,11/16/2024 21:24,eta_refresh,S88112,Web,North,72,1
AE00468,C0256,O00270,8/21/2025 17:49,chat_opened,S77533,Android,AIRPORT,386,1
AE00469,C0364,O00426,10/1/2025 2:21,chat_opened,S25925,Android,north,230,1
AE00470,C0426,O00313,7/12/2024 14:41,chat_opened,S38146,iOS,north,630,1
AE00471,C0483,,8/30/2024 13:38,track_order,S61566,iOS,RiverSide,535,1
AE00472,C0598,O00433,8/3/2024 9:44,search_route,S33427,iOS,WEST,400,1
AE00473,C0237,O00215,1/30/2025 21:28,payment_retry,S43089,Android,CENTRAL,404,1
AE00474,C0395,O01240,11/6/2025 13:46,chat_opened,S54474,Android,WEST,476,1
AE00475,C0408,O00456,11/20/2025 4:29,track_order,S71913,iOS,South,763,1
AE00476,C0523,O00217,4/23/2024 5:35,track_order,S88872,Web,WEST,294,1
AE00477,C0266,,3/30/2024 19:25,delivery_instruction_update,S53022,iOS,AIRPORT,365,1
AE00478,C0629,O00162,8/4/2024 19:21,cancel_attempt,S92557,iOS,West,511,1
AE00479,C0607,O00836,1/9/2025 13:34,eta_refresh,S96851,iOS,WEST,266,1
AE00480,C0376,O00946,9/17/2025 13:25,eta_refresh,S83765,Web,WEST,655,1
AE00481,C0120,O00026,2/9/2025 9:36,eta_refresh,S31920,iOS,West,486,1
AE00482,C0538,O01053,5/25/2025 15:42,track_order,S90703,Android,CENTRAL,363,1
AE00483,C0220,O00464,8/5/2025 22:34,payment_retry,S60131,Android,NORTH,378,1
AE00484,C0409,O00954,9/8/2024 7:04,chat_opened,S54681,Android,East,366,1
AE00485,C0286,O00820,3/22/2025 14:00,search_route,S27241,iOS,Ctr,650,1
AE00486,C0642,O01090,11/24/2024 12:57,delivery_instruction_update,S44319,Web,EAST,445,1
AE00487,C0113,O00668,3/30/2024 3:51,search_route,S82488,Web,Riverside,407,1
AE00488,C0403,O00609,6/2/2025 2:06,payment_retry,S49774,iOS,north,504,0
AE00489,C0216,O00923,9/6/2025 7:08,search_route,S25859,Web,AIRPORT,93,1
AE00490,C0092,O00951,11/16/2024 7:23,track_order,S49678,Android,CENTRAL,629,1
AE00491,C0280,O00387,10/28/2024 12:40,eta_refresh,S83479,iOS,East,379,1
AE00492,C0626,O00321,9/27/2025 14:21,chat_escalated,S90324,Web,Central,732,0
AE00493,C0032,O00014,10/16/2025 22:09,search_route,S81341,Android,West,609,1
AE00494,C0066,,12/17/2024 10:58,track_order,S87386,Android,East,204,1
AE00495,C0152,O00180,5/26/2025 14:42,eta_refresh,S19414,iOS,north,461,1
AE00496,C0449,O00883,2/21/2024 7:36,chat_escalated,S79276,Android,SOUTH,699,1
AE00497,C0019,O00629,10/9/2024 4:18,search_route,S48419,Android,SOUTH,570,1
AE00498,C0621,,4/5/2025 12:19,chat_opened,S97305,iOS,Airport,234,1
AE00499,C0067,,1/15/2025 23:40,track_order,S64477,Android,Riverside,322,1
AE00500,C0044,O01025,11/9/2025 5:18,cancel_attempt,S17169,Android,Riverside,401,1
AE00501,C0088,,3/21/2024 9:36,chat_opened,S85870,iOS,SOUTH,317,1
AE00502,C0298,O00586,6/11/2025 10:21,delivery_instruction_update,S37174,iOS,RiverSide,339,1
AE00503,C0112,O00001,8/2/2024 12:35,delivery_instruction_update,S44209,Android,Riverside,204,1
AE00504,C0530,O00911,9/27/2024 20:14,eta_refresh,S26188,iOS,north,650,1
AE00505,C0126,O00933,7/16/2025 13:22,delivery_instruction_update,S77180,Web,RiverSide,60,1
AE00506,C0521,O00847,6/12/2025 23:24,search_route,S52317,Android,North,746,1
AE00507,C0613,O00916,12/30/2025 23:05,eta_refresh,S75035,iOS,EAST,805,1
AE00508,C0247,,1/5/2024 3:05,search_route,S40964,iOS,Airport,661,1
AE00509,C0408,O00111,9/1/2025 23:13,delivery_instruction_update,S54652,iOS,NORTH,558,1
AE00510,C0622,O01201,9/10/2025 5:05,chat_opened,S76345,Android,WEST,200,1
AE00511,C0603,O00263,2/23/2025 7:32,eta_refresh,S15323,Android,South,626,1
AE00512,C0089,O00210,4/9/2024 8:22,payment_retry,S31359,iOS,Ctr,171,1
AE00513,C0128,,12/15/2025 19:45,chat_escalated,S83961,Android,CENTRAL,387,0
AE00514,C0479,O00130,4/16/2024 7:25,track_order,S88181,Android,WEST,563,1
AE00515,C0239,O00552,8/10/2025 23:50,track_order,S66252,iOS,SOUTH,241,1
AE00516,C0054,O00305,8/19/2024 7:16,eta_refresh,S55049,Android,West,695,1
AE00517,C0089,O00288,1/6/2025 0:09,eta_refresh,S30949,Android,RiverSide,358,1
AE00518,C0313,O00598,3/20/2025 18:15,cancel_attempt,S42373,Android,South,60,1
AE00519,C0425,O00482,3/13/2025 19:45,delivery_instruction_update,S91220,Android,South,472,1
AE00520,C0221,O00875,11/30/2025 11:23,delivery_instruction_update,S38093,iOS,SOUTH,60,1
AE00521,C0542,O01079,8/26/2024 3:38,eta_refresh,S43006,Android,AIRPORT,153,1
AE00522,C0495,O00380,1/9/2024 3:41,eta_refresh,S15468,iOS,Airport,247,1
AE00523,C0212,,8/13/2025 15:36,delivery_instruction_update,S34133,Android,Central,990,1
AE00524,C0377,O00759,3/17/2024 2:17,chat_opened,S27328,iOS,Airport,1468,1
AE00525,C0300,O01001,7/23/2025 15:34,delivery_instruction_update,S49936,Android,CENTRAL,716,1
AE00526,C0137,,4/21/2025 19:54,search_route,S25731,Android,SOUTH,313,1
AE00527,C0475,,10/6/2025 8:53,track_order,S58709,iOS,West,225,1
AE00528,C0502,O00032,2/28/2025 15:15,eta_refresh,S61761,Android,NORTH,376,1
AE00529,C0226,,1/17/2024 7:51,track_order,S67010,Web,South,810,1
AE00530,C0433,O00520,1/1/2024 10:39,eta_refresh,S29551,iOS,RiverSide,279,1
AE00531,C0175,O00897,12/13/2025 19:30,payment_retry,S18824,iOS,EAST,298,0
AE00532,C0223,,4/13/2025 5:32,delivery_instruction_update,S23263,Web,West,420,1
AE00533,C0358,O00953,11/10/2024 3:21,eta_refresh,S56553,iOS,Ctr,662,1
AE00534,C0518,O00447,1/4/2024 16:24,eta_refresh,S59635,Android,north,271,1
AE00535,C0133,O01234,5/23/2025 2:05,chat_opened,S28612,Android,Airport,405,1
AE00536,C0317,,2/25/2025 5:22,eta_refresh,S46532,Android,Ctr,671,1
AE00537,C0124,O00394,8/10/2024 21:10,search_route,S68896,Android,South,431,1
AE00538,C0597,O00135,4/18/2024 11:43,delivery_instruction_update,S20205,iOS,East,666,1
AE00539,C0145,O00986,7/6/2024 23:30,track_order,S78417,Web,EAST,133,1
AE00540,C0094,,3/1/2024 14:58,chat_opened,S46627,Android,north,347,1
AE00541,C0635,O00803,6/6/2024 20:52,track_order,S34716,iOS,Riverside,83,1
AE00542,C0508,O00291,9/28/2024 21:45,track_order,S86081,iOS,SOUTH,267,1
AE00543,C0176,O00002,6/26/2025 3:34,track_order,S74871,iOS,AIRPORT,244,1
AE00544,C0411,O00258,6/17/2024 1:39,chat_opened,S14020,iOS,Ctr,451,1
AE00545,C0019,O00640,10/23/2025 1:47,search_route,S93178,Android,Central,171,1
AE00546,C0041,O00050,7/18/2025 12:02,eta_refresh,S37605,Web,NORTH,242,1
AE00547,C0238,O00764,9/28/2024 4:05,chat_escalated,S36427,Android,Riverside,1138,0
AE00548,C0454,O00923,5/3/2024 13:22,chat_opened,S35306,Android,EAST,510,1
AE00549,C0442,O00287,8/29/2025 0:35,delivery_instruction_update,S64617,iOS,West,763,1
AE00550,C0388,O00923,8/15/2024 18:46,search_route,S46051,Android,NORTH,549,1
AE00551,C0013,O00455,6/15/2025 23:09,chat_opened,S84328,Android,Riverside,477,1
AE00552,C0616,O01232,7/28/2024 14:12,search_route,S47519,Android,SOUTH,671,1
AE00553,C0401,,8/13/2025 10:59,track_order,S41785,iOS,Central,104,1
AE00554,C0394,O01117,11/3/2024 5:42,track_order,S93872,Web,SOUTH,292,1
AE00555,C0108,,10/11/2025 17:50,track_order,S35202,Web,AIRPORT,904,1
AE00556,C0266,,2/13/2024 11:19,track_order,S17949,iOS,East,598,1
AE00557,C0187,O00982,2/13/2025 6:44,chat_opened,S54552,iOS,RiverSide,720,1
AE00558,C0129,O01192,8/27/2024 13:04,payment_retry,S40376,iOS,EAST,603,1
AE00559,C0337,O01131,1/30/2024 7:36,chat_escalated,S93047,iOS,AIRPORT,426,0
AE00560,C0062,O01056,3/30/2025 12:44,chat_opened,S36308,Android,Airport,60,1
AE00561,C0006,O00716,3/14/2024 20:26,chat_opened,S17807,Web,South,97,1
AE00562,C0291,O00100,5/17/2024 23:35,payment_retry,S45061,Android,South,567,0
AE00563,C0259,O00572,11/7/2025 23:10,search_route,S94354,iOS,EAST,424,1
AE00564,C0620,O00745,6/29/2025 18:33,track_order,S88208,Android,South,854,1
AE00565,C0260,O00177,9/19/2024 23:02,track_order,S51574,Web,SOUTH,351,1
AE00566,C0538,O00071,12/15/2024 9:29,chat_opened,S13907,iOS,AIRPORT,709,1
AE00567,C0403,,12/6/2025 13:13,delivery_instruction_update,S74491,Android,Riverside,838,1
AE00568,C0033,O00103,7/16/2025 5:21,search_route,S88268,iOS,Airport,691,1
AE00569,C0029,O00438,5/20/2025 0:59,cancel_attempt,S35398,Android,West,831,1
AE00570,C0133,O01194,5/21/2024 17:50,delivery_instruction_update,S69203,iOS,Riverside,387,1
AE00571,C0568,O00328,1/8/2025 15:50,chat_escalated,S30102,Web,SOUTH,661,1
AE00572,C0074,,10/3/2025 5:16,track_order,S12786,Android,East,67,1
AE00573,C0291,O00865,4/17/2024 4:45,chat_opened,S32689,Android,Central,256,1
AE00574,C0591,O01219,8/20/2025 22:54,track_order,S22064,Android,Airport,517,1
AE00575,C0509,O00011,12/26/2024 18:38,track_order,S44128,iOS,AIRPORT,456,1
AE00576,C0218,O00901,11/4/2024 21:00,search_route,S39058,Android,WEST,488,1
AE00577,C0050,O00217,10/29/2025 3:52,payment_retry,S25608,iOS,South,280,1
AE00578,C0289,O01215,6/28/2025 5:20,chat_opened,S40958,Android,Ctr,1462,1
AE00579,C0088,O01143,7/28/2025 12:36,search_route,S48311,Android,north,730,1
AE00580,C0442,O00629,10/11/2025 8:12,delivery_instruction_update,S87300,Android,East,60,1
AE00581,C0203,,3/7/2024 8:14,chat_opened,S36767,Android,West,708,1
AE00582,C0509,O00053,1/1/2025 20:04,chat_escalated,S17952,iOS,Central,1402,0
AE00583,C0040,O00424,12/19/2024 2:44,eta_refresh,S38065,iOS,East,60,1
AE00584,C0338,,6/2/2024 9:07,cancel_attempt,S42250,iOS,North,441,1
AE00585,C0183,O00458,6/21/2025 10:17,eta_refresh,S16357,Android,CENTRAL,152,1
AE00586,C0334,,4/7/2025 8:42,search_route,S25359,Android,Ctr,249,1
AE00587,C0430,,5/21/2024 17:34,chat_opened,S79926,Android,SOUTH,213,1
AE00588,C0046,O00582,6/3/2025 8:19,payment_retry,S73412,iOS,RiverSide,516,0
AE00589,C0543,,11/19/2024 19:38,track_order,S82119,Android,Riverside,357,1
AE00590,C0515,,4/13/2025 4:28,search_route,S33101,Android,East,145,1
AE00591,C0099,O00801,11/6/2024 12:29,eta_refresh,S78327,Android,Central,755,1
AE00592,C0231,,5/6/2024 13:33,delivery_instruction_update,S63193,Android,Airport,704,1
AE00593,C0030,,3/10/2025 18:52,track_order,S79043,Android,WEST,655,1
AE00594,C0208,O00618,3/3/2024 9:59,track_order,S43752,iOS,West,308,1
AE00595,C0610,O00716,10/2/2025 23:19,eta_refresh,S26110,Android,South,142,1
AE00596,C0174,O00190,1/1/2024 19:53,eta_refresh,S32843,iOS,Airport,462,1
AE00597,C0514,O00030,12/2/2024 18:45,track_order,S92720,iOS,Riverside,234,1
AE00598,C0461,,6/5/2024 0:16,chat_opened,S43230,Android,North,712,1
AE00599,C0410,O00517,9/10/2024 0:17,chat_escalated,S52699,Web,Riverside,282,1
AE00600,C0634,O00251,12/3/2024 3:06,payment_retry,S11815,iOS,West,432,1
AE00601,C0503,O00374,1/6/2025 9:15,delivery_instruction_update,S37139,Android,North,850,1
AE00602,C0278,O00559,11/29/2024 17:16,chat_opened,S47257,Android,SOUTH,355,1
AE00603,C0232,O00960,7/4/2024 16:58,search_route,S62391,Web,SOUTH,552,1
AE00604,C0378,O00338,5/5/2024 23:01,search_route,S93133,iOS,Ctr,266,1
AE00605,C0576,O01052,7/20/2024 3:58,chat_escalated,S79827,Web,NORTH,235,0
AE00606,C0442,O00536,1/20/2025 17:25,eta_refresh,S68063,iOS,South,394,1
AE00607,C0128,O01228,10/5/2024 0:14,eta_refresh,S70979,iOS,NORTH,609,1
AE00608,C0032,O00812,10/21/2025 12:26,eta_refresh,S22172,Web,Riverside,60,1
AE00609,C0003,O00895,6/27/2025 12:45,payment_retry,S43719,iOS,Riverside,715,1
AE00610,C0590,,6/19/2025 2:45,track_order,S62267,Web,Airport,60,1
AE00611,C0038,O00716,11/1/2024 15:56,track_order,S52284,Android,Riverside,60,1
AE00612,C0446,O00508,7/26/2024 4:10,track_order,S42727,Web,West,605,1
AE00613,C0263,O00620,3/3/2025 17:24,search_route,S70320,Android,West,355,1
AE00614,C0351,O00652,5/1/2024 1:28,eta_refresh,S73106,Android,Ctr,154,1
AE00615,C0450,O00983,9/4/2025 0:03,eta_refresh,S99323,iOS,WEST,322,1
AE00616,C0340,O00578,4/8/2025 21:34,delivery_instruction_update,S42991,Android,SOUTH,569,1
AE00617,C0131,,7/21/2025 5:36,chat_opened,S95435,iOS,Ctr,770,1
AE00618,C0058,O01053,5/14/2025 10:54,track_order,S64470,iOS,NORTH,294,1
AE00619,C0279,O00904,3/14/2024 15:05,cancel_attempt,S29439,iOS,West,551,1
